INSTANCE,ALGORITHM,SEED,STATUS,OBJECTIVE,TIME.SEC,ITERATIONS,RELAXATION,OPT.GAP
ORCS-006-03-R-20-01,ils,5,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-01,ils,7,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-01,ils,11,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-01,ils,13,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-01,ils,17,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-01,ils,19,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-01,ils,23,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-01,ils,29,SUBOPTIMAL,26,0,5,,
ORCS-006-03-R-20-02,ils,2,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,3,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,5,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,7,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,11,SUBOPTIMAL,24,0.001,5,,
ORCS-006-03-R-20-02,ils,13,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,17,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,19,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,23,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-02,ils,29,SUBOPTIMAL,24,0,5,,
ORCS-006-03-R-20-03,ils,2,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,3,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,5,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,7,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,11,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,13,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,17,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,19,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,23,SUBOPTIMAL,22,0,5,,
ORCS-006-03-R-20-03,ils,29,SUBOPTIMAL,22,0,5,,
ORCS-006-03-S-02-01,ils,2,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,3,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,5,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,7,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,11,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,13,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,17,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,19,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,23,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-01,ils,29,SUBOPTIMAL,31,0,5,,
ORCS-006-03-S-02-02,ils,2,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,3,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,5,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,7,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,11,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,13,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,17,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,19,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,23,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-02,ils,29,SUBOPTIMAL,25,0,5,,
ORCS-006-03-S-02-03,ils,2,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,3,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,5,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,7,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,11,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,13,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,17,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,19,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,23,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-02-03,ils,29,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-01,ils,2,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,3,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,5,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,7,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,11,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,13,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,17,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,19,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,23,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-01,ils,29,SUBOPTIMAL,32,0,5,,
ORCS-006-03-S-03-02,ils,2,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,3,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,5,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,7,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,11,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,13,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,17,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,19,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-02,ils,23,SUBOPTIMAL,28,0.001,5,,
ORCS-006-03-S-03-02,ils,29,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,2,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,3,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,5,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,7,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,11,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,13,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,17,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,19,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,23,SUBOPTIMAL,28,0,5,,
ORCS-006-03-S-03-03,ils,29,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-02-01,ils,2,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,3,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,5,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,7,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,11,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,13,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,17,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,19,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,23,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-01,ils,29,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-02,ils,2,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,3,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,5,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,7,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,11,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,13,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,17,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,19,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,23,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-02,ils,29,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-02-03,ils,2,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,3,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,5,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,7,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,11,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,13,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,17,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,19,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,23,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-02-03,ils,29,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,2,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,3,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,5,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,7,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,11,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,13,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,17,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,19,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,23,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-01,ils,29,SUBOPTIMAL,27,0,5,,
ORCS-006-03-T-03-02,ils,2,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,3,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,5,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,7,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,11,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,13,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,17,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,19,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,23,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-02,ils,29,SUBOPTIMAL,25,0,5,,
ORCS-006-03-T-03-03,ils,2,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,3,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,5,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,7,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,11,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,13,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,17,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,19,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,23,SUBOPTIMAL,28,0,5,,
ORCS-006-03-T-03-03,ils,29,SUBOPTIMAL,28,0,5,,
ORCS-006-04-I-02-01,ils,2,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,3,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,5,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,7,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,11,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,13,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,17,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,19,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,23,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-01,ils,29,SUBOPTIMAL,23,0,5,,
ORCS-006-04-I-02-02,ils,2,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,3,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,5,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,7,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,11,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,13,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,17,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,19,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,23,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-02,ils,29,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,2,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,3,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,5,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,7,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,11,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,13,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,17,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,19,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,23,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-02-03,ils,29,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,2,SUBOPTIMAL,20,0.002,5,,
ORCS-006-04-I-03-01,ils,3,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,5,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,7,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,11,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,13,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,17,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,19,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,23,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-01,ils,29,SUBOPTIMAL,20,0,5,,
ORCS-006-04-I-03-02,ils,2,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,3,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,5,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,7,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,11,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,13,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,17,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,19,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,23,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-02,ils,29,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,2,SUBOPTIMAL,19,0.001,5,,
ORCS-006-04-I-03-03,ils,3,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,5,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,7,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,11,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,13,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,17,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,19,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,23,SUBOPTIMAL,19,0,5,,
ORCS-006-04-I-03-03,ils,29,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-01,ils,2,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,3,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,5,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,7,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,11,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,13,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,17,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,19,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,23,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-01,ils,29,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-10-02,ils,2,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,3,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,5,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,7,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,11,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,13,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,17,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,19,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,23,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-02,ils,29,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,2,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,3,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,5,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,7,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,11,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,13,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,17,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,19,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,23,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-10-03,ils,29,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-01,ils,2,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-20-01,ils,3,SUBOPTIMAL,20,0.001,5,,
ORCS-006-04-R-20-01,ils,5,SUBOPTIMAL,20,0.001,5,,
ORCS-006-04-R-20-01,ils,7,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-20-01,ils,11,SUBOPTIMAL,20,0.001,5,,
ORCS-006-04-R-20-01,ils,13,SUBOPTIMAL,20,0.002,5,,
ORCS-006-04-R-20-01,ils,17,SUBOPTIMAL,20,0.001,5,,
ORCS-006-04-R-20-01,ils,19,SUBOPTIMAL,20,0.001,5,,
ORCS-006-04-R-20-01,ils,23,SUBOPTIMAL,20,0.001,5,,
ORCS-006-04-R-20-01,ils,29,SUBOPTIMAL,20,0,5,,
ORCS-006-04-R-20-02,ils,2,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,3,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,5,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,7,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,11,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,13,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,17,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,19,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,23,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-02,ils,29,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,2,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,3,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,5,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,7,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,11,SUBOPTIMAL,19,0.001,5,,
ORCS-006-04-R-20-03,ils,13,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,17,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,19,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,23,SUBOPTIMAL,19,0,5,,
ORCS-006-04-R-20-03,ils,29,SUBOPTIMAL,19,0,5,,
ORCS-006-04-S-02-01,ils,2,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,3,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,5,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,7,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,11,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,13,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,17,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,19,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,23,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-01,ils,29,SUBOPTIMAL,24,0,5,,
ORCS-006-04-S-02-02,ils,2,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,3,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,5,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,7,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,11,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,13,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,17,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,19,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,23,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-02,ils,29,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-02-03,ils,2,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,3,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,5,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,7,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,11,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,13,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,17,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,19,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,23,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-02-03,ils,29,SUBOPTIMAL,22,0,5,,
ORCS-006-04-S-03-01,ils,2,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,3,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,5,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,7,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,11,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,13,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,17,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,19,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,23,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-01,ils,29,SUBOPTIMAL,26,0,5,,
ORCS-006-04-S-03-02,ils,2,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,3,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,5,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,7,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,11,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,13,SUBOPTIMAL,23,0.001,5,,
ORCS-006-04-S-03-02,ils,17,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,19,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,23,SUBOPTIMAL,23,0,5,,
ORCS-006-04-S-03-02,ils,29,SUBOPTIMAL,23,0.001,5,,
ORCS-006-04-S-03-03,ils,2,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,3,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,5,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,7,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,11,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,13,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,17,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,19,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,23,SUBOPTIMAL,25,0,5,,
ORCS-006-04-S-03-03,ils,29,SUBOPTIMAL,25,0,5,,
ORCS-006-04-T-02-01,ils,2,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,3,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,5,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,7,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,11,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,13,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,17,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,19,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,23,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-01,ils,29,SUBOPTIMAL,24,0,5,,
ORCS-006-04-T-02-02,ils,2,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,3,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,5,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,7,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,11,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,13,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,17,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,19,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,23,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-02,ils,29,SUBOPTIMAL,20,0,5,,
ORCS-006-04-T-02-03,ils,2,SUBOPTIMAL,22,0,5,,
ORCS-006-04-T-02-03,ils,3,SUBOPTIMAL,22,0,5,,
ORCS-006-04-T-02-03,ils,5,SUBOPTIMAL,22,0,5,,
ORCS-006-04-T-02-03,ils,7,SUBOPTIMAL,22,0,5,,
ORCS-006-04-T-02-03,ils,11,SUBOPTIMAL,22,0,5,,
ORCS-006-04-T-02-03,ils,13,SUBOPTIMAL,22,0,5,,
ORCS-006-04-T-02-03,ils,17,SUBOPTIMAL,22,0,5,,
ORCS-006-04-T-02-03,ils,19,SUBOPTIMAL,22,0,5,,
